date,type,count,mean,std,min,25%,50%,75%,max
2013-08-01,monitor,21.0,4.285714285714286,0.9561828874675149,2.0,4.0,5.0,5.0,5.0
2013-08-02,access point,21.0,3.857142857142857,1.6818357317441641,1.0,2.0,5.0,5.0,5.0
2013-08-02,keyboard,44.0,3.6136363636363638,1.40126038101101,1.0,3.0,4.0,5.0,5.0
2013-08-02,monitor,27.0,3.5185185185185186,1.5284575022493545,1.0,3.0,4.0,5.0,5.0
2013-08-03,access point,25.0,3.88,1.5362291495737217,1.0,4.0,5.0,5.0,5.0
2013-08-03,keyboard,74.0,4.405405405405405,1.2812549383150424,1.0,5.0,5.0,5.0,5.0
2013-08-03,monitor,28.0,4.5,1.0715167512214394,1.0,4.0,5.0,5.0,5.0
2013-08-04,access point,26.0,3.8846153846153846,1.608152308133109,1.0,2.25,5.0,5.0,5.0
2013-08-04,keyboard,46.0,4.456521739130435,1.0478872233452612,1.0,4.0,5.0,5.0,5.0
2013-08-04,monitor,22.0,4.818181818181818,0.39477101697586137,4.0,5.0,5.0,5.0,5.0
2013-08-05,access point,27.0,4.0,1.5442199922988256,1.0,3.5,5.0,5.0,5.0
2013-08-05,keyboard,68.0,4.6911764705882355,0.8509407075679906,1.0,5.0,5.0,5.0,5.0
2013-08-05,monitor,32.0,4.25,1.524001524002286,1.0,5.0,5.0,5.0,5.0
2013-08-06,access point,27.0,4.0,1.593255013631383,1.0,4.0,5.0,5.0,5.0
2013-08-06,keyboard,79.0,4.924050632911392,0.31100135619846836,3.0,5.0,5.0,5.0,5.0
2013-08-06,monitor,30.0,3.8666666666666667,1.71671967332515,1.0,2.5,5.0,5.0,5.0
2013-08-07,access point,15.0,4.066666666666666,1.667618775665584,1.0,4.0,5.0,5.0,5.0
2013-08-07,keyboard,65.0,4.107692307692307,1.3592630922106854,1.0,4.0,5.0,5.0,5.0
2013-08-07,monitor,37.0,4.27027027027027,0.9021162972775815,1.0,4.0,4.0,5.0,5.0
2013-08-08,access point,21.0,4.380952380952381,1.2440333788202982,1.0,5.0,5.0,5.0,5.0
2013-08-08,keyboard,54.0,4.481481481481482,1.0944239587734665,1.0,5.0,5.0,5.0,5.0
2013-08-08,monitor,10.0,4.3,0.48304589153964794,4.0,4.0,4.0,4.75,5.0
2013-08-09,access point,39.0,3.6153846153846154,1.7261972902945488,1.0,1.5,5.0,5.0,5.0
2013-08-09,keyboard,104.0,3.9615384615384617,1.4476165675556798,1.0,4.0,5.0,5.0,5.0
2013-08-09,monitor,41.0,4.609756097560975,0.9969465577574309,1.0,5.0,5.0,5.0,5.0
2013-08-10,access point,41.0,4.048780487804878,1.4309301085691628,1.0,4.0,5.0,5.0,5.0
2013-08-10,keyboard,64.0,4.71875,0.863156812253534,1.0,5.0,5.0,5.0,5.0
2013-08-10,monitor,16.0,3.6875,1.138346754435279,2.0,2.75,4.0,4.25,5.0
2013-08-11,access point,18.0,3.0,1.909727421264462,1.0,1.0,3.5,5.0,5.0
2013-08-11,keyboard,46.0,3.869565217391304,1.6276594736979968,1.0,2.5,5.0,5.0,5.0
2013-08-11,monitor,20.0,4.45,0.8870412083230169,3.0,3.75,5.0,5.0,5.0
2013-08-12,access point,27.0,4.222222222222222,1.1875421719907087,1.0,3.5,5.0,5.0,5.0
2013-08-12,keyboard,84.0,4.666666666666667,0.7169771439171532,1.0,4.75,5.0,5.0,5.0
2013-08-12,monitor,39.0,4.589743589743589,0.7510676161988107,3.0,4.5,5.0,5.0,5.0
2013-08-13,access point,23.0,3.652173913043478,1.7737657847891128,1.0,1.5,5.0,5.0,5.0
2013-08-13,keyboard,71.0,4.676056338028169,0.7516581268354828,1.0,5.0,5.0,5.0,5.0
2013-08-13,monitor,42.0,4.761904761904762,0.6917465985186606,1.0,5.0,5.0,5.0,5.0
2013-08-14,access point,25.0,4.44,1.1930353445448854,1.0,5.0,5.0,5.0,5.0
2013-08-14,keyboard,70.0,4.385714285714286,1.0114254131964586,1.0,4.0,5.0,5.0,5.0
2013-08-14,monitor,39.0,4.6923076923076925,0.7310355363903912,1.0,5.0,5.0,5.0,5.0
2013-08-15,access point,35.0,4.114285714285714,1.2312458676294602,1.0,4.0,5.0,5.0,5.0
2013-08-15,keyboard,84.0,4.071428571428571,1.5737738718303103,1.0,3.0,5.0,5.0,5.0
2013-08-15,monitor,24.0,4.458333333333333,1.1787674722451364,1.0,5.0,5.0,5.0,5.0
2013-08-16,access point,24.0,4.25,1.4521348601882378,1.0,4.75,5.0,5.0,5.0
2013-08-16,keyboard,107.0,4.392523364485982,1.1716542840110318,1.0,5.0,5.0,5.0,5.0
2013-08-16,monitor,16.0,4.5625,0.6291528696058958,3.0,4.0,5.0,5.0,5.0
2013-08-17,access point,28.0,3.9285714285714284,1.6085091194337655,1.0,3.5,5.0,5.0,5.0
2013-08-17,keyboard,120.0,4.266666666666667,1.4066667994211839,1.0,4.0,5.0,5.0,5.0
2013-08-17,monitor,36.0,4.361111111111111,1.2906870325036257,1.0,4.0,5.0,5.0,5.0
2013-08-18,access point,39.0,4.153846153846154,1.2677884087625635,1.0,4.0,5.0,5.0,5.0
2013-08-18,keyboard,65.0,4.630769230769231,0.7820092464533022,2.0,5.0,5.0,5.0,5.0
2013-08-18,monitor,28.0,4.714285714285714,0.6586823467062358,2.0,5.0,5.0,5.0,5.0
2013-08-19,access point,20.0,4.3,1.341640786499874,1.0,4.0,5.0,5.0,5.0
2013-08-19,keyboard,34.0,4.235294117647059,1.2323621941377896,1.0,4.0,5.0,5.0,5.0
2013-08-19,monitor,21.0,4.761904761904762,0.4364357804719847,4.0,5.0,5.0,5.0,5.0
2013-08-20,access point,27.0,3.814814814814815,1.6649563874407558,1.0,3.0,5.0,5.0,5.0
2013-08-20,keyboard,96.0,4.729166666666667,0.5708565432597371,1.0,5.0,5.0,5.0,5.0
2013-08-20,monitor,46.0,4.021739130434782,1.307909790208664,2.0,3.0,5.0,5.0,5.0
2013-08-21,access point,27.0,3.6296296296296298,1.6904288975138402,1.0,2.0,5.0,5.0,5.0
2013-08-21,keyboard,56.0,4.535714285714286,0.7125954025898622,1.0,4.0,5.0,5.0,5.0
2013-08-21,monitor,40.0,4.225,0.6975230903263787,1.0,4.0,4.0,5.0,5.0
2013-08-22,access point,32.0,3.65625,1.6773515029701225,1.0,2.0,5.0,5.0,5.0
2013-08-22,keyboard,93.0,4.752688172043011,0.5448556645430657,3.0,5.0,5.0,5.0,5.0
2013-08-22,monitor,46.0,4.6521739130434785,0.822391939658615,1.0,5.0,5.0,5.0,5.0
2013-08-23,access point,25.0,4.44,1.3253930234714029,1.0,5.0,5.0,5.0,5.0
2013-08-23,keyboard,114.0,4.464912280701754,1.082277380582453,1.0,4.0,5.0,5.0,5.0
2013-08-23,monitor,35.0,4.314285714285714,0.8667528507029444,3.0,3.5,5.0,5.0,5.0
2013-08-24,access point,25.0,4.36,1.2543258481484518,1.0,4.0,5.0,5.0,5.0
2013-08-24,keyboard,57.0,3.8947368421052633,1.6975214129336988,1.0,4.0,5.0,5.0,5.0
2013-08-24,monitor,23.0,4.608695652173913,0.7827184815397383,2.0,4.5,5.0,5.0,5.0
2013-08-25,access point,18.0,4.166666666666667,1.3826657968874305,1.0,4.0,5.0,5.0,5.0
2013-08-25,keyboard,71.0,4.535211267605634,0.8917236265553031,1.0,4.0,5.0,5.0,5.0
2013-08-25,monitor,16.0,4.25,1.0,2.0,4.0,4.5,5.0,5.0
2013-08-26,access point,30.0,3.966666666666667,1.4259499757471625,1.0,2.0,5.0,5.0,5.0
2013-08-26,keyboard,71.0,4.676056338028169,0.6041439726073802,3.0,4.5,5.0,5.0,5.0
2013-08-26,monitor,32.0,4.375,1.2636353087613479,1.0,4.75,5.0,5.0,5.0
2013-08-27,access point,31.0,4.096774193548387,1.4225526049951527,1.0,4.0,5.0,5.0,5.0
2013-08-27,keyboard,82.0,4.2317073170731705,1.3453053303238085,1.0,4.0,5.0,5.0,5.0
2013-08-27,monitor,45.0,4.822222222222222,0.44153085390433916,3.0,5.0,5.0,5.0,5.0
2013-08-28,access point,19.0,4.2105263157894735,1.4749368110164,1.0,4.0,5.0,5.0,5.0
2013-08-28,keyboard,50.0,4.58,1.1621584422521565,1.0,5.0,5.0,5.0,5.0
2013-08-28,monitor,32.0,4.40625,0.8747119341485718,1.0,4.0,5.0,5.0,5.0
2013-08-29,access point,25.0,4.4,0.8660254037844386,2.0,4.0,5.0,5.0,5.0
2013-08-29,keyboard,74.0,4.378378378378378,1.310680077603788,1.0,4.25,5.0,5.0,5.0
2013-08-29,monitor,55.0,3.981818181818182,1.1625468384177695,2.0,3.0,5.0,5.0,5.0
2013-08-30,access point,28.0,4.464285714285714,1.0357370915204893,1.0,4.0,5.0,5.0,5.0
2013-08-30,keyboard,64.0,4.515625,0.6422230117532358,3.0,4.0,5.0,5.0,5.0
2013-08-30,monitor,49.0,4.673469387755102,0.8753036402215142,1.0,5.0,5.0,5.0,5.0
2013-08-31,access point,29.0,4.344827586206897,1.3958065274489033,1.0,5.0,5.0,5.0,5.0
2013-08-31,keyboard,55.0,4.818181818181818,0.38924947208076155,4.0,5.0,5.0,5.0,5.0
2013-08-31,monitor,35.0,4.4,1.0900620597551531,2.0,4.5,5.0,5.0,5.0
2013-09-01,access point,26.0,4.0,1.3266499161421599,1.0,4.0,4.5,5.0,5.0
2013-09-01,keyboard,62.0,4.548387096774194,0.9864229026039475,1.0,5.0,5.0,5.0,5.0
2013-09-01,monitor,24.0,4.708333333333333,0.4643056214875365,4.0,4.0,5.0,5.0,5.0
2013-09-02,access point,31.0,4.096774193548387,1.3989243179356874,1.0,4.0,5.0,5.0,5.0
2013-09-02,keyboard,73.0,4.7534246575342465,0.4340001893819422,4.0,5.0,5.0,5.0,5.0
2013-09-02,monitor,22.0,4.7727272727272725,0.685344416842342,2.0,5.0,5.0,5.0,5.0
2013-09-03,access point,44.0,4.045454545454546,1.4934670986098157,1.0,4.0,5.0,5.0,5.0
2013-09-03,keyboard,76.0,4.5,0.9018499505645788,1.0,4.0,5.0,5.0,5.0
2013-09-03,monitor,25.0,4.72,0.5416025603090641,3.0,5.0,5.0,5.0,5.0
2013-09-04,access point,21.0,4.142857142857143,1.2761549390929883,1.0,4.0,5.0,5.0,5.0
2013-09-04,keyboard,72.0,4.111111111111111,1.169513628960992,1.0,4.0,5.0,5.0,5.0
2013-09-04,monitor,12.0,4.666666666666667,0.7784989441615229,3.0,5.0,5.0,5.0,5.0
2013-09-05,access point,31.0,4.064516129032258,1.3400369117047422,1.0,3.0,5.0,5.0,5.0
2013-09-05,keyboard,93.0,4.494623655913978,1.0281225598779395,1.0,4.0,5.0,5.0,5.0
2013-09-05,monitor,36.0,4.833333333333333,0.3779644730092272,4.0,5.0,5.0,5.0,5.0
2013-09-06,access point,24.0,4.25,0.8968544062928813,3.0,3.0,5.0,5.0,5.0
2013-09-06,keyboard,60.0,4.333333333333333,0.7954673856179906,3.0,4.0,5.0,5.0,5.0
2013-09-06,monitor,33.0,4.0,1.25,1.0,4.0,4.0,5.0,5.0
2013-09-07,access point,22.0,3.6818181818181817,1.6150000335062251,1.0,3.0,4.0,5.0,5.0
2013-09-07,keyboard,65.0,4.323076923076923,1.2133076215928855,1.0,4.0,5.0,5.0,5.0
2013-09-07,monitor,48.0,4.291666666666667,1.1100763503228501,1.0,4.0,5.0,5.0,5.0
2013-09-08,access point,28.0,3.9642857142857144,1.5511559096637113,1.0,4.0,5.0,5.0,5.0
2013-09-08,keyboard,63.0,3.7777777777777777,1.6504588261806359,1.0,3.0,5.0,5.0,5.0
2013-09-08,monitor,30.0,4.533333333333333,1.0416609195243756,1.0,4.25,5.0,5.0,5.0
2013-09-09,access point,40.0,4.3,1.2025613689761725,1.0,4.0,5.0,5.0,5.0
2013-09-09,keyboard,67.0,4.895522388059701,0.5261157943234882,1.0,5.0,5.0,5.0,5.0
2013-09-09,monitor,29.0,4.068965517241379,1.5336938249756609,1.0,4.0,5.0,5.0,5.0
2013-09-10,access point,42.0,4.380952380952381,1.1251532351440707,1.0,4.0,5.0,5.0,5.0
2013-09-10,keyboard,77.0,3.7662337662337664,1.7539136981116792,1.0,1.0,5.0,5.0,5.0
2013-09-10,monitor,32.0,3.71875,1.3733494492216536,1.0,3.0,4.0,5.0,5.0
2013-09-11,access point,38.0,4.2368421052631575,1.3642978696377677,1.0,4.0,5.0,5.0,5.0
2013-09-11,keyboard,67.0,4.253731343283582,1.41788664313851,1.0,4.0,5.0,5.0,5.0
2013-09-11,monitor,29.0,3.896551724137931,1.3454905527673566,1.0,3.0,5.0,5.0,5.0
2013-09-12,access point,21.0,4.428571428571429,1.2478553029669976,1.0,5.0,5.0,5.0,5.0
2013-09-12,keyboard,70.0,4.285714285714286,1.1812896065637626,1.0,4.0,5.0,5.0,5.0
2013-09-12,monitor,28.0,4.821428571428571,0.4755948656056709,3.0,5.0,5.0,5.0,5.0
2013-09-13,access point,35.0,4.0285714285714285,1.504614750100001,1.0,3.5,5.0,5.0,5.0
2013-09-13,keyboard,59.0,4.169491525423729,1.4521392349515125,1.0,4.0,5.0,5.0,5.0
2013-09-13,monitor,25.0,3.96,1.3063945294843617,1.0,4.0,4.0,5.0,5.0
2013-09-14,access point,31.0,3.967741935483871,1.6224235157677327,1.0,3.5,5.0,5.0,5.0
2013-09-14,keyboard,54.0,4.62962962962963,1.0867347022469582,1.0,5.0,5.0,5.0,5.0
2013-09-14,monitor,27.0,4.111111111111111,1.5525000516123697,1.0,4.0,5.0,5.0,5.0
2013-09-15,access point,15.0,4.133333333333334,1.505545305418162,1.0,4.0,5.0,5.0,5.0
2013-09-15,keyboard,154.0,4.35064935064935,1.2235834415081421,1.0,4.0,5.0,5.0,5.0
2013-09-15,monitor,45.0,4.666666666666667,0.5640760748177661,3.0,4.0,5.0,5.0,5.0
2013-09-16,access point,34.0,3.588235294117647,1.6718280152742897,1.0,2.0,4.0,5.0,5.0
2013-09-16,keyboard,79.0,4.3164556962025316,1.171721326340761,1.0,4.0,5.0,5.0,5.0
2013-09-16,monitor,28.0,4.75,0.44095855184409843,4.0,4.75,5.0,5.0,5.0
2013-09-17,access point,32.0,3.9375,1.5437177579237185,1.0,3.0,5.0,5.0,5.0
2013-09-17,keyboard,44.0,4.204545454545454,1.1926040582466169,2.0,3.0,5.0,5.0,5.0
2013-09-17,monitor,19.0,4.315789473684211,1.2495613265350085,2.0,4.5,5.0,5.0,5.0
2013-09-18,access point,40.0,4.1,1.4286446867663214,1.0,3.75,5.0,5.0,5.0
2013-09-18,keyboard,76.0,3.723684210526316,1.6049812809751713,1.0,3.0,5.0,5.0,5.0
2013-09-18,monitor,60.0,4.65,0.7988338958884628,1.0,4.75,5.0,5.0,5.0
2013-09-19,access point,26.0,4.384615384615385,1.2985198674467195,1.0,4.25,5.0,5.0,5.0
2013-09-19,keyboard,78.0,4.448717948717949,1.202242881196618,1.0,5.0,5.0,5.0,5.0
2013-09-19,monitor,36.0,4.555555555555555,0.8086830367753821,1.0,4.0,5.0,5.0,5.0
2013-09-20,access point,34.0,4.617647058823529,0.817042185118868,1.0,4.25,5.0,5.0,5.0
2013-09-20,keyboard,49.0,3.5510204081632653,1.6209722454157454,1.0,2.0,4.0,5.0,5.0
2013-09-20,monitor,19.0,3.8421052631578947,1.2139539573337679,1.0,3.0,4.0,5.0,5.0
2013-09-21,access point,34.0,4.176470588235294,1.5269416498802557,1.0,4.0,5.0,5.0,5.0
2013-09-21,keyboard,43.0,4.674418604651163,0.7145071639001763,1.0,4.5,5.0,5.0,5.0
2013-09-21,monitor,16.0,4.875,0.5,3.0,5.0,5.0,5.0,5.0
2013-09-22,access point,33.0,3.696969696969697,1.5100672270806457,1.0,3.0,4.0,5.0,5.0
2013-09-22,keyboard,77.0,4.8311688311688314,0.41047460985000106,3.0,5.0,5.0,5.0,5.0
2013-09-22,monitor,30.0,4.133333333333334,1.50248835748162,1.0,4.0,5.0,5.0,5.0
2013-09-23,access point,36.0,4.138888888888889,1.4373145152933704,1.0,4.0,5.0,5.0,5.0
2013-09-23,keyboard,72.0,4.597222222222222,0.7053062909164074,3.0,4.0,5.0,5.0,5.0
2013-09-23,monitor,28.0,4.392857142857143,0.8751417118804335,3.0,3.75,5.0,5.0,5.0
2013-09-24,access point,37.0,4.135135135135135,1.3367074424820067,1.0,4.0,5.0,5.0,5.0
2013-09-24,keyboard,67.0,4.313432835820896,1.2934444878493614,1.0,4.0,5.0,5.0,5.0
2013-09-24,monitor,22.0,4.318181818181818,1.2105238392398414,1.0,4.0,5.0,5.0,5.0
2013-09-25,access point,37.0,4.351351351351352,1.2296389762902005,1.0,4.0,5.0,5.0,5.0
2013-09-25,keyboard,77.0,4.285714285714286,1.061988488107183,1.0,4.0,5.0,5.0,5.0
2013-09-25,monitor,24.0,4.791666666666667,0.832970935693524,1.0,5.0,5.0,5.0,5.0
2013-09-26,access point,33.0,4.181818181818182,1.5094399924836663,1.0,4.0,5.0,5.0,5.0
2013-09-26,keyboard,79.0,4.1645569620253164,1.255044996096375,1.0,4.0,5.0,5.0,5.0
2013-09-26,monitor,29.0,4.655172413793103,0.9737945687202025,1.0,5.0,5.0,5.0,5.0
2013-09-27,access point,16.0,4.6875,1.0144785195688801,1.0,5.0,5.0,5.0,5.0
2013-09-27,keyboard,54.0,4.5,0.8848835335367747,1.0,4.0,5.0,5.0,5.0
2013-09-27,monitor,19.0,4.684210526315789,0.5823927253578186,3.0,4.5,5.0,5.0,5.0
2013-09-28,access point,11.0,4.636363636363637,0.8090398349558905,3.0,5.0,5.0,5.0,5.0
2013-09-28,keyboard,53.0,4.2075471698113205,0.9063555628924373,2.0,3.0,5.0,5.0,5.0
2013-09-28,monitor,25.0,4.44,0.7118052168020874,2.0,4.0,5.0,5.0,5.0
2013-09-29,access point,10.0,3.6,1.837873166945363,1.0,1.75,4.5,5.0,5.0
2013-09-29,keyboard,25.0,4.64,1.1135528725660042,1.0,5.0,5.0,5.0,5.0
2013-09-29,monitor,19.0,4.157894736842105,1.1186876187319201,2.0,4.0,5.0,5.0,5.0
2013-09-30,access point,37.0,4.243243243243243,1.278136782051762,1.0,4.0,5.0,5.0,5.0
2013-09-30,keyboard,43.0,4.232558139534884,1.3423009616100683,1.0,4.0,5.0,5.0,5.0
2013-09-30,monitor,7.0,4.0,1.0,3.0,3.0,4.0,5.0,5.0
2013-10-01,access point,36.0,4.111111111111111,1.4885808731382435,1.0,4.0,5.0,5.0,5.0
2013-10-01,keyboard,44.0,4.0,1.5401600641672977,1.0,3.5,5.0,5.0,5.0
2013-10-01,monitor,10.0,4.5,1.2692955176439846,1.0,5.0,5.0,5.0,5.0
2013-10-02,access point,69.0,3.7681159420289854,1.5824862004438,1.0,3.0,5.0,5.0,5.0
2013-10-02,keyboard,214.0,4.401869158878505,1.086492509597078,1.0,4.0,5.0,5.0,5.0
2013-10-02,monitor,109.0,4.5963302752293576,0.9537379294420482,1.0,5.0,5.0,5.0,5.0
2013-10-03,access point,24.0,4.25,1.2597446256043843,1.0,4.0,5.0,5.0,5.0
2013-10-03,keyboard,97.0,4.608247422680412,0.7847066998637112,1.0,4.0,5.0,5.0,5.0
2013-10-03,monitor,46.0,4.1521739130434785,1.2104616438798663,1.0,3.0,5.0,5.0,5.0
2013-10-04,access point,22.0,3.9545454545454546,1.675517623708956,1.0,4.0,5.0,5.0,5.0
2013-10-04,keyboard,57.0,4.508771929824562,0.908743383107053,1.0,4.0,5.0,5.0,5.0
2013-10-04,monitor,33.0,4.575757575757576,1.0316946929174053,1.0,5.0,5.0,5.0,5.0
2013-10-05,access point,26.0,4.269230769230769,1.2824255863851846,1.0,4.0,5.0,5.0,5.0
2013-10-05,keyboard,91.0,4.450549450549451,0.7639624229231328,1.0,4.0,5.0,5.0,5.0
2013-10-05,monitor,22.0,4.181818181818182,1.2203186015043321,1.0,4.0,5.0,5.0,5.0
2013-10-06,access point,25.0,4.08,1.5524174696260022,1.0,4.0,5.0,5.0,5.0
2013-10-06,keyboard,82.0,4.451219512195122,1.0558764310463915,1.0,4.0,5.0,5.0,5.0
2013-10-06,monitor,11.0,4.7272727272727275,0.4670993664969138,4.0,4.5,5.0,5.0,5.0
2013-10-07,access point,34.0,4.235294117647059,1.3719886811400708,1.0,4.0,5.0,5.0,5.0
2013-10-07,keyboard,106.0,4.226415094339623,1.2893927612338965,1.0,4.0,5.0,5.0,5.0
2013-10-07,monitor,34.0,4.9411764705882355,0.23883257361061283,4.0,5.0,5.0,5.0,5.0
2013-10-08,access point,35.0,4.057142857142857,1.532833921836535,1.0,4.0,5.0,5.0,5.0
2013-10-08,keyboard,105.0,4.276190476190476,1.2364281534948072,1.0,4.0,5.0,5.0,5.0
2013-10-08,monitor,29.0,4.689655172413793,0.47082361543075835,4.0,4.0,5.0,5.0,5.0
2013-10-09,access point,27.0,4.0,1.3867504905630728,1.0,4.0,5.0,5.0,5.0
2013-10-09,keyboard,58.0,4.327586206896552,1.4190178347170301,1.0,5.0,5.0,5.0,5.0
2013-10-09,monitor,37.0,4.027027027027027,1.4040909769211791,1.0,3.0,5.0,5.0,5.0
2013-10-10,access point,26.0,4.269230769230769,1.2824255863851846,1.0,4.0,5.0,5.0,5.0
2013-10-10,keyboard,57.0,4.508771929824562,0.9472291738377907,2.0,4.0,5.0,5.0,5.0
2013-10-10,monitor,32.0,4.3125,1.1198358174592007,2.0,3.75,5.0,5.0,5.0
2013-10-11,access point,33.0,4.090909090909091,1.377580223699249,1.0,4.0,5.0,5.0,5.0
2013-10-11,keyboard,34.0,4.205882352941177,1.3658033880579807,1.0,4.0,5.0,5.0,5.0
2013-10-11,monitor,40.0,4.15,1.051250781273529,2.0,4.0,4.5,5.0,5.0
2013-10-12,access point,23.0,3.4782608695652173,1.7804382815217998,1.0,1.0,4.0,5.0,5.0
2013-10-12,keyboard,63.0,4.349206349206349,1.333909245821495,1.0,4.5,5.0,5.0,5.0
2013-10-12,monitor,19.0,4.631578947368421,0.9551338658818386,2.0,5.0,5.0,5.0,5.0
2013-10-13,access point,29.0,4.241379310344827,1.379833644574413,1.0,4.0,5.0,5.0,5.0
2013-10-13,keyboard,58.0,3.8620689655172415,1.290291356490463,1.0,3.0,4.0,5.0,5.0
2013-10-13,monitor,18.0,3.388888888888889,1.5769997160986313,1.0,1.75,4.0,4.0,5.0
2013-10-14,access point,30.0,4.266666666666667,1.2015315896469556,1.0,4.0,5.0,5.0,5.0
2013-10-14,keyboard,103.0,4.252427184466019,1.3039791785443848,1.0,4.0,5.0,5.0,5.0
2013-10-14,monitor,32.0,4.28125,1.1704527659924406,1.0,4.0,5.0,5.0,5.0
2013-10-15,access point,30.0,3.9,1.493664782593009,1.0,3.0,5.0,5.0,5.0
2013-10-15,keyboard,151.0,4.543046357615894,1.050302174536759,1.0,5.0,5.0,5.0,5.0
2013-10-15,monitor,40.0,4.65,0.833589704154145,1.0,5.0,5.0,5.0,5.0
2013-10-16,access point,31.0,4.161290322580645,1.4628003781229206,1.0,4.0,5.0,5.0,5.0
2013-10-16,keyboard,94.0,4.138297872340425,1.433853847696677,1.0,4.0,5.0,5.0,5.0
2013-10-16,monitor,38.0,3.3947368421052633,1.701183589314193,1.0,1.25,4.0,5.0,5.0
2013-10-17,access point,45.0,4.311111111111111,1.3111795907471708,1.0,4.0,5.0,5.0,5.0
2013-10-17,keyboard,91.0,4.516483516483516,1.0259157141320392,1.0,5.0,5.0,5.0,5.0
2013-10-17,monitor,14.0,3.9285714285714284,1.2066664642907563,1.0,4.0,4.0,5.0,5.0
2013-10-18,access point,30.0,4.333333333333333,1.2954385047312087,1.0,4.0,5.0,5.0,5.0
2013-10-18,keyboard,79.0,4.0,1.5689290811054724,1.0,4.0,5.0,5.0,5.0
2013-10-18,monitor,29.0,4.448275862068965,1.0884526007316118,1.0,4.0,5.0,5.0,5.0
2013-10-19,access point,17.0,4.117647058823529,1.536324873731809,1.0,4.0,5.0,5.0,5.0
2013-10-19,keyboard,70.0,4.171428571428572,1.2962759208362848,1.0,4.0,5.0,5.0,5.0
2013-10-19,monitor,54.0,4.5,0.926547659884658,2.0,4.0,5.0,5.0,5.0
2013-10-20,access point,29.0,4.379310344827586,1.1152768107210067,1.0,4.0,5.0,5.0,5.0
2013-10-20,keyboard,48.0,4.770833333333333,0.7505907838647469,1.0,5.0,5.0,5.0,5.0
2013-10-20,monitor,43.0,4.511627906976744,0.7358860232418183,2.0,4.0,5.0,5.0,5.0
2013-10-21,access point,46.0,4.173913043478261,1.4803054913855067,1.0,4.0,5.0,5.0,5.0
2013-10-21,keyboard,87.0,3.9770114942528734,1.389135681539716,1.0,3.0,5.0,5.0,5.0
2013-10-21,monitor,24.0,4.541666666666667,0.721060008759246,3.0,4.0,5.0,5.0,5.0
2013-10-22,access point,30.0,4.433333333333334,0.9714309861845772,1.0,4.0,5.0,5.0,5.0
2013-10-22,keyboard,88.0,4.511363636363637,0.7877556973215027,1.0,4.0,5.0,5.0,5.0
2013-10-22,monitor,24.0,4.583333333333333,0.5036101551853349,4.0,4.0,5.0,5.0,5.0
2013-10-23,access point,25.0,4.32,1.2151817422372122,1.0,4.0,5.0,5.0,5.0
2013-10-23,keyboard,91.0,4.417582417582418,1.2742399396061261,1.0,5.0,5.0,5.0,5.0
2013-10-23,monitor,24.0,4.625,0.7109393663377318,3.0,4.75,5.0,5.0,5.0
2013-10-24,access point,33.0,4.424242424242424,1.1997474481714638,1.0,5.0,5.0,5.0,5.0
2013-10-24,keyboard,75.0,4.506666666666667,1.189745979398752,1.0,5.0,5.0,5.0,5.0
2013-10-24,monitor,34.0,4.323529411764706,1.147344450018181,1.0,4.0,5.0,5.0,5.0
2013-10-25,access point,30.0,3.933333333333333,1.284746944983205,1.0,3.0,4.0,5.0,5.0
2013-10-25,keyboard,77.0,4.298701298701299,1.2676639836301367,1.0,4.0,5.0,5.0,5.0
2013-10-25,monitor,19.0,3.8947368421052633,1.3701069237311885,1.0,4.0,4.0,5.0,5.0
2013-10-26,access point,24.0,3.8333333333333335,1.493949148388597,1.0,2.0,5.0,5.0,5.0
2013-10-26,keyboard,48.0,3.4583333333333335,1.6105811470415496,1.0,2.0,4.0,5.0,5.0
2013-10-26,monitor,18.0,4.666666666666667,0.48507125007266594,4.0,4.0,5.0,5.0,5.0
2013-10-27,access point,23.0,4.478260869565218,1.3774008863003637,1.0,5.0,5.0,5.0,5.0
2013-10-27,keyboard,50.0,4.32,1.3005493344846906,1.0,4.0,5.0,5.0,5.0
2013-10-27,monitor,17.0,3.9411764705882355,1.0880365478290537,2.0,4.0,4.0,5.0,5.0
2013-10-28,access point,27.0,4.0,1.4935759876113537,1.0,3.0,5.0,5.0,5.0
2013-10-28,keyboard,132.0,4.386363636363637,1.0746753621139584,1.0,4.0,5.0,5.0,5.0
2013-10-28,monitor,33.0,4.121212121212121,1.4088465086191913,1.0,4.0,5.0,5.0,5.0
2013-10-29,access point,34.0,4.294117647058823,1.1422840427076792,1.0,4.0,5.0,5.0,5.0
2013-10-29,keyboard,75.0,4.16,1.3258347701873858,1.0,4.0,5.0,5.0,5.0
2013-10-29,monitor,37.0,4.513513513513513,0.989433665780066,1.0,4.0,5.0,5.0,5.0
2013-10-30,access point,39.0,4.461538461538462,1.0474569164900454,1.0,4.0,5.0,5.0,5.0
2013-10-30,keyboard,114.0,4.412280701754386,1.1959474602125644,1.0,5.0,5.0,5.0,5.0
2013-10-30,monitor,41.0,4.487804878048781,0.6372578449698441,2.0,4.0,5.0,5.0,5.0
2013-10-31,access point,28.0,4.25,1.2656428610993908,1.0,4.0,5.0,5.0,5.0
2013-10-31,keyboard,95.0,4.673684210526316,0.8560436614331977,1.0,5.0,5.0,5.0,5.0
