date,type,count,mean,std,min,25%,50%,75%,max
2012-07-07,keyboard,20.0,4.2,1.0563093645728086,2.0,4.0,4.5,5.0,5.0
2012-07-07,monitor,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
2012-07-08,access point,7.0,3.5714285714285716,1.618347187425374,1.0,2.5,4.0,5.0,5.0
2012-07-08,keyboard,41.0,3.975609756097561,1.387223934302764,1.0,4.0,4.0,5.0,5.0
2012-07-08,monitor,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
2012-07-09,access point,11.0,3.8181818181818183,1.6624188291872668,1.0,3.0,5.0,5.0,5.0
2012-07-09,keyboard,16.0,2.625,1.707825127659933,1.0,1.0,2.5,4.0,5.0
2012-07-09,monitor,5.0,4.6,0.8944271909999157,3.0,5.0,5.0,5.0,5.0
2012-07-10,access point,12.0,4.083333333333333,0.996204919895622,2.0,3.75,4.0,5.0,5.0
2012-07-10,keyboard,36.0,4.472222222222222,1.133543397899099,1.0,4.0,5.0,5.0,5.0
2012-07-10,monitor,4.0,4.75,0.5,4.0,4.75,5.0,5.0,5.0
2012-07-11,access point,10.0,4.0,1.632993161855452,1.0,4.0,5.0,5.0,5.0
2012-07-11,keyboard,8.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-07-11,monitor,9.0,4.0,1.0,3.0,3.0,4.0,5.0,5.0
2012-07-12,access point,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
2012-07-12,keyboard,14.0,4.785714285714286,0.4258153136263201,4.0,5.0,5.0,5.0,5.0
2012-07-12,monitor,12.0,4.083333333333333,1.164500152881315,2.0,3.0,5.0,5.0,5.0
2012-07-13,access point,10.0,2.8,1.3984117975602022,1.0,2.0,2.5,4.0,5.0
2012-07-13,keyboard,18.0,4.888888888888889,0.32338083338177726,4.0,5.0,5.0,5.0,5.0
2012-07-13,monitor,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
2012-07-14,access point,15.0,3.933333333333333,1.486446705914413,1.0,3.5,5.0,5.0,5.0
2012-07-14,keyboard,44.0,4.454545454545454,1.3885670287150966,1.0,5.0,5.0,5.0,5.0
2012-07-14,monitor,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-07-15,access point,7.0,4.0,1.5275252316519468,1.0,3.5,5.0,5.0,5.0
2012-07-15,keyboard,35.0,4.457142857142857,0.780002154705061,1.0,4.0,5.0,5.0,5.0
2012-07-16,access point,6.0,3.6666666666666665,2.0655911179772892,1.0,2.0,5.0,5.0,5.0
2012-07-16,keyboard,34.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-07-16,monitor,10.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-07-17,access point,4.0,2.25,1.8929694486000912,1.0,1.0,1.5,2.75,5.0
2012-07-17,keyboard,13.0,4.846153846153846,0.3755338080994054,4.0,5.0,5.0,5.0,5.0
2012-07-17,monitor,7.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-07-18,access point,5.0,3.0,2.0,1.0,1.0,3.0,5.0,5.0
2012-07-18,keyboard,14.0,4.285714285714286,1.2043875831929896,2.0,3.5,5.0,5.0,5.0
2012-07-18,monitor,6.0,4.833333333333333,0.408248290463863,4.0,5.0,5.0,5.0,5.0
2012-07-19,access point,8.0,4.375,0.9161253813129043,3.0,3.75,5.0,5.0,5.0
2012-07-19,keyboard,30.0,4.4,1.2205143065174586,2.0,5.0,5.0,5.0,5.0
2012-07-20,access point,10.0,4.9,0.31622776601683794,4.0,5.0,5.0,5.0,5.0
2012-07-20,keyboard,30.0,4.4,1.2205143065174588,1.0,4.0,5.0,5.0,5.0
2012-07-20,monitor,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
2012-07-21,access point,5.0,4.6,0.5477225575051662,4.0,4.0,5.0,5.0,5.0
2012-07-21,keyboard,40.0,4.85,0.36162028533978946,4.0,5.0,5.0,5.0,5.0
2012-07-21,monitor,9.0,4.888888888888889,0.33333333333333337,4.0,5.0,5.0,5.0,5.0
2012-07-22,access point,8.0,3.75,1.4880476182856899,1.0,3.5,4.0,5.0,5.0
2012-07-22,keyboard,14.0,4.571428571428571,0.5135525910130954,4.0,4.0,5.0,5.0,5.0
2012-07-22,monitor,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
2012-07-23,access point,10.0,4.2,1.3165611772087666,1.0,4.0,5.0,5.0,5.0
2012-07-23,keyboard,32.0,4.25,1.3198240351921795,1.0,4.0,5.0,5.0,5.0
2012-07-23,monitor,10.0,4.6,0.9660917830792958,2.0,5.0,5.0,5.0,5.0
2012-07-24,access point,7.0,3.5714285714285716,1.618347187425374,1.0,2.5,4.0,5.0,5.0
2012-07-24,keyboard,30.0,3.6,1.8864306744895698,1.0,1.0,5.0,5.0,5.0
2012-07-24,monitor,2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-07-25,access point,8.0,4.25,1.4880476182856899,1.0,4.5,5.0,5.0,5.0
2012-07-25,keyboard,18.0,3.0,1.6803361008336117,1.0,1.0,3.0,5.0,5.0
2012-07-25,monitor,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
2012-07-26,access point,6.0,3.0,2.1908902300206643,1.0,1.0,3.0,5.0,5.0
2012-07-26,keyboard,16.0,3.5,2.0,1.0,1.0,5.0,5.0,5.0
2012-07-26,monitor,5.0,4.2,1.7888543819998322,1.0,5.0,5.0,5.0,5.0
2012-07-27,access point,9.0,4.333333333333333,1.4142135623730951,1.0,5.0,5.0,5.0,5.0
2012-07-27,keyboard,46.0,3.847826086956522,1.8131297839720604,1.0,1.0,5.0,5.0,5.0
2012-07-27,monitor,2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
2012-07-28,access point,7.0,4.0,1.5275252316519468,1.0,3.5,5.0,5.0,5.0
2012-07-28,keyboard,17.0,4.0588235294117645,1.519481335657587,1.0,2.0,5.0,5.0,5.0
2012-07-28,monitor,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
2012-07-29,access point,3.0,4.666666666666667,0.5773502691896258,4.0,4.5,5.0,5.0,5.0
2012-07-29,keyboard,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
2012-07-29,monitor,5.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
2012-07-30,access point,11.0,2.8181818181818183,1.6011359603844901,1.0,1.0,3.0,4.0,5.0
2012-07-30,keyboard,29.0,4.586206896551724,0.824501640789771,2.0,4.0,5.0,5.0,5.0
2012-07-30,monitor,3.0,2.3333333333333335,1.1547005383792515,1.0,2.0,3.0,3.0,3.0
2012-07-31,access point,5.0,4.4,1.3416407864998738,2.0,5.0,5.0,5.0,5.0
2012-07-31,keyboard,26.0,3.8076923076923075,1.6737796932507163,1.0,3.0,5.0,5.0,5.0
2012-07-31,monitor,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
2012-08-01,access point,8.0,3.875,1.6420805617960927,1.0,2.75,5.0,5.0,5.0
2012-08-01,keyboard,31.0,2.806451612903226,1.869391252764915,1.0,1.0,3.0,5.0,5.0
2012-08-01,monitor,2.0,4.0,1.4142135623730951,3.0,3.5,4.0,4.5,5.0
2012-08-02,access point,8.0,3.75,1.2817398889233114,1.0,3.75,4.0,4.25,5.0
2012-08-02,keyboard,8.0,4.25,1.3887301496588271,1.0,4.0,5.0,5.0,5.0
2012-08-02,monitor,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
2012-08-03,access point,4.0,4.5,1.0,3.0,4.5,5.0,5.0,5.0
2012-08-03,keyboard,20.0,3.25,1.6819474927657678,1.0,2.0,2.5,5.0,5.0
2012-08-03,monitor,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
2012-08-04,access point,6.0,4.166666666666667,1.3291601358251257,2.0,3.5,5.0,5.0,5.0
2012-08-04,keyboard,17.0,4.647058823529412,0.701888209634219,3.0,5.0,5.0,5.0,5.0
2012-08-04,monitor,8.0,4.5,0.5345224838248488,4.0,4.0,4.5,5.0,5.0
2012-08-05,access point,10.0,3.4,1.776388345929897,1.0,2.0,4.0,5.0,5.0
2012-08-05,keyboard,26.0,4.153846153846154,1.2551432648843779,2.0,4.0,5.0,5.0,5.0
2012-08-05,monitor,8.0,4.75,0.4629100498862757,4.0,4.75,5.0,5.0,5.0
2012-08-06,access point,11.0,3.090909090909091,1.868397465987655,1.0,1.0,4.0,5.0,5.0
2012-08-06,keyboard,44.0,4.590909090909091,0.9721274157606979,1.0,5.0,5.0,5.0,5.0
2012-08-06,monitor,8.0,2.875,2.03100960115899,1.0,1.0,2.5,5.0,5.0
2012-08-07,access point,6.0,4.0,1.5491933384829668,1.0,4.0,4.5,5.0,5.0
2012-08-07,keyboard,31.0,4.67741935483871,0.83214969703748,1.0,5.0,5.0,5.0,5.0
2012-08-07,monitor,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-08-08,access point,4.0,4.5,1.0,3.0,4.5,5.0,5.0,5.0
2012-08-08,keyboard,21.0,4.619047619047619,0.973457265430305,2.0,5.0,5.0,5.0,5.0
2012-08-08,monitor,10.0,4.1,0.9944289260117531,2.0,4.0,4.0,5.0,5.0
2012-08-09,access point,7.0,4.142857142857143,1.4638501094227998,1.0,4.0,5.0,5.0,5.0
2012-08-09,keyboard,32.0,4.78125,0.42001344064515445,4.0,5.0,5.0,5.0,5.0
2012-08-10,access point,9.0,3.7777777777777777,1.7159383568311668,1.0,3.0,5.0,5.0,5.0
2012-08-10,keyboard,26.0,4.5,0.9899494936611666,1.0,4.0,5.0,5.0,5.0
2012-08-10,monitor,8.0,1.5,0.5345224838248488,1.0,1.0,1.5,2.0,2.0
2012-08-11,access point,3.0,2.3333333333333335,2.3094010767585034,1.0,1.0,1.0,3.0,5.0
2012-08-11,keyboard,13.0,3.076923076923077,1.8912755158683456,1.0,1.0,2.0,5.0,5.0
2012-08-11,monitor,6.0,3.8333333333333335,0.983192080250175,2.0,4.0,4.0,4.0,5.0
2012-08-12,access point,3.0,4.333333333333333,1.1547005383792517,3.0,4.0,5.0,5.0,5.0
2012-08-12,keyboard,8.0,4.625,0.5175491695067657,4.0,4.0,5.0,5.0,5.0
2012-08-13,access point,12.0,3.25,2.0056737702645644,1.0,1.0,4.5,5.0,5.0
2012-08-13,keyboard,16.0,3.25,2.04939015319192,1.0,1.0,5.0,5.0,5.0
2012-08-14,access point,10.0,4.3,1.1595018087284057,2.0,3.5,5.0,5.0,5.0
2012-08-14,keyboard,39.0,3.358974358974359,1.6138737230843305,1.0,2.0,4.0,5.0,5.0
2012-08-14,monitor,17.0,3.8823529411764706,0.8574929257125442,2.0,3.0,4.0,4.0,5.0
2012-08-15,access point,12.0,4.083333333333333,1.5642792899510296,1.0,3.75,5.0,5.0,5.0
2012-08-15,keyboard,13.0,2.8461538461538463,1.1435437497937313,1.0,2.0,2.0,4.0,4.0
2012-08-15,monitor,11.0,3.8181818181818183,0.7507571935295483,3.0,3.0,4.0,4.0,5.0
2012-08-16,access point,15.0,3.6666666666666665,1.632993161855452,1.0,2.5,4.0,5.0,5.0
2012-08-16,keyboard,35.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-08-16,monitor,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-08-17,access point,11.0,3.090909090909091,2.0225995873897262,1.0,1.0,4.0,5.0,5.0
2012-08-17,keyboard,35.0,4.6571428571428575,0.5392182327416316,3.0,4.0,5.0,5.0,5.0
2012-08-17,monitor,3.0,4.333333333333333,0.5773502691896258,4.0,4.0,4.0,4.5,5.0
2012-08-18,access point,8.0,3.75,1.5811388300841898,1.0,2.75,4.5,5.0,5.0
2012-08-18,keyboard,37.0,3.864864864864865,1.20559257357262,2.0,3.0,4.0,5.0,5.0
2012-08-18,monitor,3.0,4.666666666666667,0.5773502691896258,4.0,4.5,5.0,5.0,5.0
2012-08-19,access point,5.0,3.4,1.6733200530681511,1.0,3.0,3.0,5.0,5.0
2012-08-19,keyboard,8.0,3.875,0.8345229603962802,3.0,3.0,4.0,4.25,5.0
2012-08-19,monitor,5.0,2.6,1.3416407864998738,2.0,2.0,2.0,2.0,5.0
2012-08-20,access point,6.0,3.6666666666666665,1.7511900715418263,1.0,2.5,4.5,5.0,5.0
2012-08-20,keyboard,32.0,4.1875,1.5747503642410816,1.0,4.75,5.0,5.0,5.0
2012-08-20,monitor,7.0,4.285714285714286,1.2535663410560174,2.0,4.0,5.0,5.0,5.0
2012-08-21,access point,8.0,4.625,0.7440238091428449,3.0,4.75,5.0,5.0,5.0
2012-08-21,keyboard,49.0,3.857142857142857,1.5275252316519465,1.0,3.0,5.0,5.0,5.0
2012-08-21,monitor,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
2012-08-22,access point,21.0,4.142857142857143,1.314751470267833,1.0,4.0,5.0,5.0,5.0
2012-08-22,keyboard,21.0,4.0476190476190474,1.5961262630566064,1.0,3.0,5.0,5.0,5.0
2012-08-22,monitor,6.0,4.833333333333333,0.408248290463863,4.0,5.0,5.0,5.0,5.0
2012-08-23,access point,14.0,4.928571428571429,0.2672612419124244,4.0,5.0,5.0,5.0,5.0
2012-08-23,keyboard,43.0,3.7906976744186047,1.2062957770220077,1.0,3.0,4.0,5.0,5.0
2012-08-23,monitor,4.0,4.5,1.0,3.0,4.5,5.0,5.0,5.0
2012-08-24,access point,5.0,4.2,1.7888543819998317,1.0,5.0,5.0,5.0,5.0
2012-08-24,keyboard,30.0,4.566666666666666,0.5040069329937308,4.0,4.0,5.0,5.0,5.0
2012-08-24,monitor,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-08-25,access point,11.0,3.8181818181818183,1.5374122295716148,1.0,3.5,4.0,5.0,5.0
2012-08-25,keyboard,24.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-08-25,monitor,2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
2012-08-26,access point,12.0,3.8333333333333335,1.403458930534474,1.0,4.0,4.0,5.0,5.0
2012-08-26,keyboard,10.0,4.3,1.4944341180973264,1.0,5.0,5.0,5.0,5.0
2012-08-26,monitor,2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-08-27,access point,8.0,4.25,1.3887301496588271,1.0,4.0,5.0,5.0,5.0
2012-08-27,keyboard,21.0,3.380952380952381,1.283596138829908,2.0,2.0,3.0,5.0,5.0
2012-08-27,monitor,11.0,3.909090909090909,1.1361818036340359,2.0,3.0,4.0,5.0,5.0
2012-08-28,access point,20.0,4.1,1.5525869752736796,1.0,3.75,5.0,5.0,5.0
2012-08-28,keyboard,43.0,3.488372093023256,1.5333140737391238,1.0,3.0,4.0,5.0,5.0
2012-08-28,monitor,6.0,1.6666666666666667,1.632993161855452,1.0,1.0,1.0,1.0,5.0
2012-08-29,access point,6.0,4.166666666666667,1.6020819787597222,1.0,4.25,5.0,5.0,5.0
2012-08-29,keyboard,50.0,3.46,1.7866854502007856,1.0,1.0,4.0,5.0,5.0
2012-08-29,monitor,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
2012-08-30,access point,8.0,3.875,1.3562026818605375,1.0,3.75,4.0,5.0,5.0
2012-08-30,keyboard,18.0,4.444444444444445,1.1490262999202834,1.0,4.25,5.0,5.0,5.0
2012-08-30,monitor,5.0,3.4,1.816590212458495,1.0,2.0,4.0,5.0,5.0
2012-08-31,access point,7.0,3.142857142857143,1.4638501094227998,2.0,2.0,2.0,4.5,5.0
2012-08-31,keyboard,40.0,3.95,1.3950461806527574,1.0,4.0,4.0,5.0,5.0
2012-08-31,monitor,4.0,4.25,0.9574271077563381,3.0,3.75,4.5,5.0,5.0
2012-09-01,access point,12.0,3.5833333333333335,1.7816403745544227,1.0,2.0,5.0,5.0,5.0
2012-09-01,keyboard,22.0,3.227272727272727,1.6883866117241484,1.0,1.25,3.0,5.0,5.0
2012-09-01,monitor,5.0,1.8,1.7888543819998322,1.0,1.0,1.0,1.0,5.0
2012-09-02,access point,7.0,3.142857142857143,1.4638501094227998,1.0,2.5,3.0,4.0,5.0
2012-09-02,keyboard,21.0,4.0476190476190474,1.3592715135759477,2.0,2.0,5.0,5.0,5.0
2012-09-02,monitor,2.0,3.5,0.7071067811865476,3.0,3.25,3.5,3.75,4.0
2012-09-03,access point,8.0,4.125,1.4577379737113252,1.0,3.75,5.0,5.0,5.0
2012-09-03,keyboard,12.0,4.166666666666667,0.7177405625652734,3.0,4.0,4.0,5.0,5.0
2012-09-03,monitor,5.0,4.2,0.4472135954999579,4.0,4.0,4.0,4.0,5.0
2012-09-04,access point,8.0,2.75,1.6690459207925603,1.0,1.75,2.0,4.25,5.0
2012-09-04,keyboard,25.0,3.92,1.0770329614269007,2.0,3.0,4.0,5.0,5.0
2012-09-04,monitor,2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-09-05,access point,7.0,3.2857142857142856,1.889822365046136,1.0,1.5,4.0,5.0,5.0
2012-09-05,keyboard,23.0,3.782608695652174,1.730909423057729,1.0,2.5,5.0,5.0,5.0
2012-09-05,monitor,4.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-09-06,access point,13.0,3.769230769230769,1.739436985245808,1.0,3.0,5.0,5.0,5.0
2012-09-06,keyboard,39.0,4.256410256410256,1.2294189624189125,1.0,3.5,5.0,5.0,5.0
2012-09-06,monitor,6.0,4.333333333333333,1.2110601416389966,2.0,4.25,5.0,5.0,5.0
2012-09-07,access point,11.0,3.909090909090909,1.3751033019046572,1.0,3.5,4.0,5.0,5.0
2012-09-07,keyboard,23.0,4.3478260869565215,1.2652235035099497,1.0,4.5,5.0,5.0,5.0
2012-09-07,monitor,2.0,4.0,1.4142135623730951,3.0,3.5,4.0,4.5,5.0
2012-09-08,access point,14.0,4.071428571428571,1.3280573269766118,1.0,3.25,5.0,5.0,5.0
2012-09-08,keyboard,31.0,4.741935483870968,0.9989241524588297,1.0,5.0,5.0,5.0,5.0
2012-09-08,monitor,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
2012-09-09,access point,15.0,3.3333333333333335,1.8387366263150307,1.0,1.0,4.0,5.0,5.0
2012-09-09,keyboard,35.0,4.285714285714286,1.5256903658465482,1.0,5.0,5.0,5.0,5.0
2012-09-09,monitor,2.0,4.0,1.4142135623730951,3.0,3.5,4.0,4.5,5.0
2012-09-10,access point,22.0,3.9545454545454546,1.6176783106919361,1.0,3.25,5.0,5.0,5.0
2012-09-10,keyboard,35.0,3.914285714285714,1.7551843974088768,1.0,2.5,5.0,5.0,5.0
2012-09-10,monitor,4.0,4.25,1.5,2.0,4.25,5.0,5.0,5.0
2012-09-11,access point,16.0,3.9375,1.5692354826475214,1.0,3.75,5.0,5.0,5.0
2012-09-11,keyboard,30.0,4.766666666666667,0.43018306715207627,4.0,5.0,5.0,5.0,5.0
2012-09-11,monitor,6.0,4.5,1.224744871391589,2.0,5.0,5.0,5.0,5.0
2012-09-12,access point,12.0,3.9166666666666665,1.6213537179739277,1.0,3.5,5.0,5.0,5.0
2012-09-12,keyboard,36.0,3.25,1.7788439263425317,1.0,1.0,3.0,5.0,5.0
2012-09-12,monitor,2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-09-13,access point,9.0,3.6666666666666665,1.8027756377319946,1.0,2.0,5.0,5.0,5.0
2012-09-13,keyboard,34.0,3.764705882352941,1.3939006427226193,1.0,3.0,4.0,5.0,5.0
2012-09-13,monitor,5.0,3.2,2.04939015319192,1.0,1.0,4.0,5.0,5.0
2012-09-14,access point,9.0,3.2222222222222223,1.922093765778466,1.0,1.0,4.0,5.0,5.0
2012-09-14,keyboard,25.0,4.8,0.408248290463863,4.0,5.0,5.0,5.0,5.0
2012-09-14,monitor,7.0,4.0,1.1547005383792515,2.0,3.5,4.0,5.0,5.0
2012-09-15,access point,13.0,3.3076923076923075,1.9741924671712983,1.0,1.0,5.0,5.0,5.0
2012-09-15,keyboard,29.0,3.3448275862068964,1.6534781969482544,1.0,2.0,4.0,5.0,5.0
2012-09-15,monitor,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
2012-09-16,access point,4.0,3.0,1.8257418583505538,1.0,1.75,3.0,4.25,5.0
2012-09-16,keyboard,24.0,4.333333333333333,1.4039282363260677,1.0,5.0,5.0,5.0,5.0
2012-09-16,monitor,1.0,5.0,,5.0,5.0,5.0,5.0,5.0
2012-09-17,access point,9.0,3.6666666666666665,2.0,1.0,1.0,5.0,5.0,5.0
2012-09-17,keyboard,29.0,3.8620689655172415,1.5520525104112592,1.0,2.0,5.0,5.0,5.0
2012-09-17,monitor,6.0,4.833333333333333,0.408248290463863,4.0,5.0,5.0,5.0,5.0
2012-09-18,access point,17.0,3.7058823529411766,1.6494205756247002,1.0,3.0,4.0,5.0,5.0
2012-09-18,keyboard,20.0,3.65,1.3869694338832113,2.0,2.0,4.0,5.0,5.0
2012-09-18,monitor,7.0,3.142857142857143,1.4638501094227998,2.0,2.0,2.0,4.5,5.0
2012-09-19,access point,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-09-19,keyboard,37.0,4.1891891891891895,1.4688967484672493,1.0,4.0,5.0,5.0,5.0
2012-09-19,monitor,6.0,4.666666666666667,0.8164965809277259,3.0,5.0,5.0,5.0,5.0
2012-09-20,access point,11.0,3.8181818181818183,1.6624188291872668,1.0,3.0,5.0,5.0,5.0
2012-09-20,keyboard,12.0,4.0,1.8090680674665818,1.0,4.0,5.0,5.0,5.0
2012-09-20,monitor,6.0,4.833333333333333,0.408248290463863,4.0,5.0,5.0,5.0,5.0
2012-09-21,access point,17.0,3.4705882352941178,1.6627404735414788,1.0,2.0,4.0,5.0,5.0
2012-09-21,keyboard,37.0,3.864864864864865,1.4750171780951147,1.0,3.0,5.0,5.0,5.0
2012-09-21,monitor,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-09-22,access point,8.0,4.0,1.8516401995451028,1.0,4.0,5.0,5.0,5.0
2012-09-22,keyboard,67.0,4.104477611940299,1.2202127032439252,1.0,4.0,5.0,5.0,5.0
2012-09-22,monitor,2.0,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
2012-09-23,access point,5.0,4.2,1.7888543819998322,1.0,5.0,5.0,5.0,5.0
2012-09-23,keyboard,63.0,4.285714285714286,1.2880163722232754,1.0,4.0,5.0,5.0,5.0
2012-09-23,monitor,3.0,4.666666666666667,0.5773502691896258,4.0,4.5,5.0,5.0,5.0
2012-09-24,access point,10.0,3.4,1.8973665961010275,1.0,1.25,4.5,5.0,5.0
2012-09-24,keyboard,12.0,3.4166666666666665,1.5050420310248867,1.0,3.25,4.0,4.0,5.0
2012-09-24,monitor,6.0,2.3333333333333335,2.0655911179772892,1.0,1.0,1.0,4.0,5.0
2012-09-25,access point,10.0,4.1,1.66332999331662,1.0,4.25,5.0,5.0,5.0
2012-09-25,keyboard,30.0,3.0,1.7019258867935263,1.0,1.0,3.0,5.0,5.0
2012-09-25,monitor,7.0,3.857142857142857,1.3451854182690985,1.0,4.0,4.0,4.5,5.0
2012-09-26,access point,7.0,4.428571428571429,0.7867957924694431,3.0,4.0,5.0,5.0,5.0
2012-09-26,keyboard,26.0,4.153846153846154,1.4336612624272915,1.0,4.0,5.0,5.0,5.0
2012-09-26,monitor,4.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-09-27,access point,13.0,3.1538461538461537,1.6251232694862383,1.0,2.0,3.0,5.0,5.0
2012-09-27,keyboard,8.0,4.125,0.8345229603962802,3.0,3.75,4.0,5.0,5.0
2012-09-27,monitor,6.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-09-28,access point,11.0,3.909090909090909,1.7002673586554236,1.0,3.0,5.0,5.0,5.0
2012-09-28,keyboard,34.0,3.4411764705882355,1.9569793741745827,1.0,1.0,5.0,5.0,5.0
2012-09-28,monitor,4.0,4.25,0.9574271077563381,3.0,3.75,4.5,5.0,5.0
2012-09-29,access point,9.0,3.111111111111111,1.90029237516523,1.0,1.0,3.0,5.0,5.0
2012-09-29,keyboard,12.0,4.0,1.4770978917519928,1.0,3.5,5.0,5.0,5.0
2012-09-29,monitor,11.0,4.636363636363637,1.2060453783110545,1.0,5.0,5.0,5.0,5.0
2012-09-30,access point,4.0,2.25,1.5,1.0,1.0,2.0,3.25,4.0
2012-09-30,keyboard,11.0,4.7272727272727275,0.4670993664969138,4.0,4.5,5.0,5.0,5.0
2012-09-30,monitor,10.0,4.6,1.2649110640673518,1.0,5.0,5.0,5.0,5.0
2012-10-01,access point,11.0,3.8181818181818183,1.4709304414677,1.0,3.0,5.0,5.0,5.0
2012-10-01,keyboard,40.0,3.3,1.8838041163342725,1.0,1.0,5.0,5.0,5.0
2012-10-01,monitor,11.0,4.909090909090909,0.30151134457776363,4.0,5.0,5.0,5.0,5.0
2012-10-02,access point,14.0,3.642857142857143,1.6458405781822274,1.0,2.5,4.0,5.0,5.0
2012-10-02,keyboard,19.0,4.631578947368421,1.01162829777814,1.0,5.0,5.0,5.0,5.0
2012-10-02,monitor,6.0,4.5,1.224744871391589,2.0,5.0,5.0,5.0,5.0
2012-10-03,access point,9.0,3.2222222222222223,2.1081851067789197,1.0,1.0,5.0,5.0,5.0
2012-10-03,keyboard,36.0,3.7777777777777777,1.658073083192158,1.0,3.0,5.0,5.0,5.0
2012-10-03,monitor,3.0,4.333333333333333,1.1547005383792517,3.0,4.0,5.0,5.0,5.0
2012-10-04,access point,10.0,3.6,1.6465452046971294,1.0,2.0,4.5,5.0,5.0
2012-10-04,keyboard,46.0,4.804347826086956,0.4010854836782195,4.0,5.0,5.0,5.0,5.0
2012-10-04,monitor,5.0,3.4,1.816590212458495,1.0,2.0,4.0,5.0,5.0
2012-10-05,access point,7.0,4.428571428571429,1.511857892036909,1.0,5.0,5.0,5.0,5.0
2012-10-05,keyboard,48.0,4.208333333333333,1.0305613701224456,2.0,4.0,5.0,5.0,5.0
2012-10-05,monitor,8.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-10-06,access point,14.0,4.142857142857143,1.4600918230947435,1.0,4.0,5.0,5.0,5.0
2012-10-06,keyboard,18.0,3.4444444444444446,1.9165600993392002,1.0,1.0,5.0,5.0,5.0
2012-10-07,access point,12.0,2.8333333333333335,1.80067327475704,1.0,1.0,3.0,4.25,5.0
2012-10-07,keyboard,17.0,4.176470588235294,1.0145993123917847,3.0,3.0,5.0,5.0,5.0
2012-10-07,monitor,6.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-10-08,access point,12.0,3.8333333333333335,1.7494587907710375,1.0,3.25,5.0,5.0,5.0
2012-10-08,keyboard,30.0,4.633333333333334,1.0333518722845685,1.0,5.0,5.0,5.0,5.0
2012-10-08,monitor,2.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
2012-10-09,access point,14.0,4.857142857142857,0.36313651960128146,4.0,5.0,5.0,5.0,5.0
2012-10-09,keyboard,53.0,4.471698113207547,1.2800807304004407,1.0,5.0,5.0,5.0,5.0
2012-10-09,monitor,2.0,3.0,1.4142135623730951,2.0,2.5,3.0,3.5,4.0
2012-10-10,access point,11.0,4.545454545454546,0.9341987329938275,2.0,4.5,5.0,5.0,5.0
2012-10-10,keyboard,50.0,3.64,1.5354318677193604,1.0,3.0,4.0,5.0,5.0
2012-10-10,monitor,7.0,4.857142857142857,0.37796447300922725,4.0,5.0,5.0,5.0,5.0
2012-10-11,access point,19.0,3.8947368421052633,1.6631541934965108,1.0,3.0,5.0,5.0,5.0
2012-10-11,keyboard,36.0,3.9444444444444446,1.4724992252133677,1.0,3.75,5.0,5.0,5.0
2012-10-11,monitor,5.0,4.6,0.5477225575051661,4.0,4.0,5.0,5.0,5.0
